Ages,Gender,Pendidikan,Hoby,Jobs,Pets,Addresess,Fear,Dream,Fav_food
19,P,SMA,Membaca,Guru,Tupai,Sukabumi,Laut,Hitam,Seblak
33,P,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Risol Charel
30,P,S2,GYM,Pustakawan,Tupai,Sukabumi,Laut,Artis,Risol Charel
36,L,SMA,Membaca,Guru,Anjing,Nyalindung,Laut,Hitam,Nasi Padang
46,L,SMK,Ngoding,Guru,Tupai,Nyalindung,Laut,Kaya Raya,Cimol
54,P,S2,GYM,Trainer,Kucing,Sukabumi,Gelap,Artis,Nasi Padang
50,P,S1,GYM,Guru,Tupai,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
49,L,SMA,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Hitam,Cimol
58,P,SMK,GYM,Trainer,Otter,Sukabumi,Ketinggian,Sehat,Risol Charel
40,P,S2,GYM,Guru,Tupai,Nyalindung,Laut,Artis,Nasi Padang
32,L,S2,Membaca,Trainer,Anjing,Sukabumi,Laut,Kaya Raya,Seblak
42,P,S1,GYM,Pustakawan,Tupai,Cisaat,Laut,Artis,Batagor
32,P,S2,Membaca,Guru,Kucing,Cisaat,Laut,Kaya Raya,Risol Charel
36,L,S2,GYM,Guru,Tupai,Cisaat,Laut,Hitam,Cimol
56,L,SMA,Ngoding,Trainer,Tupai,Sukabumi,Laut,Hitam,Seblak
25,P,SMK,Ngoding,Guru,Otter,Nyalindung,Laut,Hitam,Batagor
52,L,S2,GYM,Guru,Anjing,Sukabumi,Ketinggian,Kaya Raya,Batagor
35,P,SMK,GYM,Guru,Anjing,Nyalindung,Gelap,Artis,Nasi Padang
23,L,SMK,Ngoding,Guru,Anjing,Sukabumi,Laut,Sehat,Nasi Padang
34,P,SMK,Membaca,Pustakawan,Otter,Cisaat,Laut,Kaya Raya,Nasi Padang
51,P,S1,GYM,Trainer,Kucing,Nyalindung,Laut,Kaya Raya,Nasi Padang
52,P,SMA,Membaca,Guru,Otter,Nyalindung,Ketinggian,Artis,Cimol
60,L,SMK,GYM,Pustakawan,Otter,Cisaat,Ketinggian,Kaya Raya,Batagor
45,L,SMA,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Kaya Raya,Seblak
35,L,SMK,GYM,Trainer,Anjing,Nyalindung,Ketinggian,Kaya Raya,Batagor
31,L,S1,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Sehat,Batagor
24,P,SMK,Membaca,Trainer,Kucing,Nyalindung,Laut,Sehat,Risol Charel
53,P,SMA,Ngoding,Guru,Kucing,Cisaat,Ketinggian,Artis,Cimol
34,L,S1,Ngoding,Trainer,Anjing,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
22,L,SMK,GYM,Trainer,Otter,Sukabumi,Gelap,Artis,Batagor
27,P,S2,Ngoding,Guru,Anjing,Cisaat,Ketinggian,Kaya Raya,Seblak
43,P,SMK,GYM,Pustakawan,Anjing,Cisaat,Gelap,Sehat,Seblak
42,P,SMA,Ngoding,Guru,Anjing,Nyalindung,Gelap,Hitam,Seblak
49,P,SMK,Ngoding,Pustakawan,Tupai,Cisaat,Gelap,Hitam,Batagor
44,L,SMK,Ngoding,Pustakawan,Otter,Nyalindung,Laut,Artis,Cimol
53,L,SMA,Membaca,Pustakawan,Anjing,Sukabumi,Ketinggian,Artis,Risol Charel
48,L,S2,GYM,Trainer,Tupai,Cisaat,Gelap,Sehat,Risol Charel
46,P,S1,Ngoding,Trainer,Tupai,Cisaat,Gelap,Artis,Batagor
26,L,S1,GYM,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Nasi Padang
29,L,SMK,Ngoding,Trainer,Tupai,Cisaat,Laut,Sehat,Seblak
57,P,SMA,Ngoding,Trainer,Otter,Cisaat,Gelap,Sehat,Risol Charel
56,L,SMK,Membaca,Trainer,Kucing,Sukabumi,Gelap,Artis,Batagor
23,L,SMK,Ngoding,Trainer,Anjing,Cisaat,Laut,Hitam,Seblak
46,P,SMK,GYM,Trainer,Tupai,Nyalindung,Gelap,Sehat,Cimol
59,P,S1,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Artis,Batagor
19,L,SMK,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Hitam,Batagor
18,P,S2,Ngoding,Trainer,Tupai,Nyalindung,Ketinggian,Sehat,Batagor
58,P,S2,Membaca,Pustakawan,Tupai,Sukabumi,Gelap,Sehat,Nasi Padang
44,P,S2,Membaca,Guru,Kucing,Nyalindung,Gelap,Hitam,Cimol
35,P,SMK,Membaca,Pustakawan,Otter,Nyalindung,Gelap,Artis,Batagor
33,L,SMA,Membaca,Pustakawan,Kucing,Sukabumi,Ketinggian,Hitam,Batagor
52,L,S2,Ngoding,Pustakawan,Kucing,Sukabumi,Laut,Kaya Raya,Nasi Padang
28,P,SMK,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Hitam,Seblak
44,P,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Laut,Hitam,Nasi Padang
36,P,S2,Ngoding,Pustakawan,Kucing,Cisaat,Gelap,Hitam,Batagor
58,P,SMA,Membaca,Guru,Anjing,Nyalindung,Gelap,Kaya Raya,Risol Charel
34,L,S1,Membaca,Guru,Tupai,Cisaat,Gelap,Kaya Raya,Cimol
53,P,S2,GYM,Trainer,Tupai,Sukabumi,Laut,Hitam,Risol Charel
54,L,SMA,GYM,Pustakawan,Tupai,Nyalindung,Ketinggian,Hitam,Cimol
57,P,S1,Ngoding,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Cimol
50,P,S2,GYM,Pustakawan,Tupai,Sukabumi,Ketinggian,Artis,Nasi Padang
30,L,S2,Membaca,Trainer,Anjing,Nyalindung,Gelap,Hitam,Seblak
28,L,SMK,Membaca,Trainer,Otter,Sukabumi,Ketinggian,Hitam,Seblak
40,P,SMK,Ngoding,Trainer,Anjing,Nyalindung,Laut,Kaya Raya,Risol Charel
39,P,S1,GYM,Trainer,Kucing,Sukabumi,Gelap,Kaya Raya,Batagor
20,P,SMA,Ngoding,Guru,Tupai,Cisaat,Laut,Kaya Raya,Risol Charel
55,P,S2,Ngoding,Pustakawan,Kucing,Cisaat,Gelap,Sehat,Cimol
22,L,SMK,GYM,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Cimol
26,L,S1,Ngoding,Pustakawan,Tupai,Nyalindung,Gelap,Sehat,Batagor
26,L,SMA,GYM,Guru,Otter,Nyalindung,Laut,Sehat,Batagor
25,L,SMK,Ngoding,Trainer,Kucing,Cisaat,Laut,Kaya Raya,Cimol
37,L,SMK,Membaca,Trainer,Otter,Cisaat,Laut,Hitam,Nasi Padang
22,L,S2,GYM,Trainer,Otter,Nyalindung,Laut,Hitam,Risol Charel
52,P,S2,GYM,Pustakawan,Tupai,Cisaat,Laut,Hitam,Nasi Padang
26,P,SMK,Membaca,Trainer,Anjing,Cisaat,Laut,Kaya Raya,Seblak
40,L,S1,GYM,Trainer,Tupai,Sukabumi,Ketinggian,Artis,Batagor
23,P,S1,Ngoding,Trainer,Tupai,Sukabumi,Gelap,Sehat,Risol Charel
29,P,S1,GYM,Guru,Tupai,Cisaat,Gelap,Sehat,Seblak
36,P,SMK,GYM,Pustakawan,Anjing,Cisaat,Laut,Hitam,Nasi Padang
28,P,S2,Membaca,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Seblak
43,P,SMA,Membaca,Guru,Tupai,Nyalindung,Ketinggian,Hitam,Seblak
20,P,S2,GYM,Guru,Tupai,Cisaat,Laut,Artis,Nasi Padang
21,P,S1,Membaca,Guru,Tupai,Nyalindung,Ketinggian,Sehat,Risol Charel
54,L,SMA,Membaca,Guru,Kucing,Cisaat,Gelap,Hitam,Risol Charel
31,L,SMK,Ngoding,Guru,Otter,Nyalindung,Ketinggian,Sehat,Risol Charel
43,L,SMA,Membaca,Pustakawan,Anjing,Cisaat,Gelap,Kaya Raya,Nasi Padang
18,L,SMA,Ngoding,Trainer,Anjing,Nyalindung,Gelap,Hitam,Batagor
51,L,SMK,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Kaya Raya,Nasi Padang
41,P,SMA,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Batagor
55,P,S1,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Hitam,Nasi Padang
23,L,SMK,Ngoding,Trainer,Tupai,Cisaat,Laut,Artis,Batagor
27,P,SMK,Ngoding,Guru,Kucing,Sukabumi,Laut,Artis,Batagor
23,P,SMA,Membaca,Trainer,Kucing,Nyalindung,Ketinggian,Artis,Batagor
18,L,S1,Ngoding,Guru,Anjing,Sukabumi,Gelap,Sehat,Cimol
58,L,SMA,Membaca,Trainer,Anjing,Cisaat,Ketinggian,Sehat,Risol Charel
41,L,SMK,Ngoding,Guru,Kucing,Nyalindung,Ketinggian,Sehat,Nasi Padang
28,P,S1,GYM,Guru,Otter,Sukabumi,Gelap,Sehat,Batagor
52,L,S1,GYM,Guru,Otter,Cisaat,Ketinggian,Artis,Cimol
40,P,SMK,Membaca,Guru,Tupai,Nyalindung,Gelap,Hitam,Nasi Padang
27,L,S2,Ngoding,Trainer,Kucing,Sukabumi,Laut,Hitam,Seblak
55,L,SMK,GYM,Guru,Kucing,Sukabumi,Gelap,Sehat,Risol Charel
52,P,S1,GYM,Guru,Kucing,Sukabumi,Laut,Artis,Batagor
29,P,S1,Ngoding,Pustakawan,Anjing,Sukabumi,Gelap,Hitam,Risol Charel
28,L,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Hitam,Risol Charel
56,L,S1,Ngoding,Pustakawan,Otter,Nyalindung,Ketinggian,Kaya Raya,Batagor
42,P,S2,Membaca,Trainer,Tupai,Nyalindung,Gelap,Artis,Risol Charel
54,L,S2,Membaca,Pustakawan,Otter,Cisaat,Ketinggian,Hitam,Batagor
57,P,SMK,GYM,Pustakawan,Otter,Cisaat,Laut,Kaya Raya,Seblak
39,L,SMK,GYM,Trainer,Anjing,Cisaat,Laut,Kaya Raya,Nasi Padang
33,L,SMA,GYM,Guru,Anjing,Cisaat,Ketinggian,Sehat,Nasi Padang
57,P,SMK,Membaca,Pustakawan,Tupai,Cisaat,Gelap,Sehat,Nasi Padang
36,L,SMA,GYM,Pustakawan,Anjing,Sukabumi,Ketinggian,Kaya Raya,Risol Charel
30,L,SMK,Membaca,Trainer,Tupai,Sukabumi,Laut,Kaya Raya,Risol Charel
37,L,SMK,Ngoding,Guru,Otter,Cisaat,Gelap,Artis,Seblak
22,P,S1,Ngoding,Trainer,Kucing,Nyalindung,Gelap,Sehat,Batagor
24,P,SMK,GYM,Guru,Kucing,Sukabumi,Ketinggian,Hitam,Batagor
29,L,SMK,GYM,Trainer,Tupai,Cisaat,Laut,Kaya Raya,Cimol
18,P,S1,GYM,Pustakawan,Anjing,Sukabumi,Ketinggian,Hitam,Cimol
59,P,SMK,Membaca,Pustakawan,Otter,Sukabumi,Ketinggian,Sehat,Cimol
47,P,S2,Ngoding,Pustakawan,Otter,Sukabumi,Ketinggian,Artis,Cimol
42,P,SMK,Membaca,Guru,Otter,Cisaat,Ketinggian,Hitam,Nasi Padang
38,P,S2,GYM,Trainer,Otter,Nyalindung,Ketinggian,Sehat,Cimol
18,P,SMK,GYM,Trainer,Tupai,Cisaat,Laut,Artis,Risol Charel
49,L,SMK,Membaca,Guru,Anjing,Sukabumi,Gelap,Kaya Raya,Cimol
54,L,S2,Membaca,Guru,Otter,Cisaat,Gelap,Artis,Cimol
42,L,SMA,Ngoding,Guru,Otter,Cisaat,Laut,Sehat,Risol Charel
40,L,SMA,GYM,Trainer,Anjing,Sukabumi,Gelap,Kaya Raya,Batagor
49,L,SMA,Ngoding,Guru,Kucing,Nyalindung,Laut,Kaya Raya,Nasi Padang
36,L,S2,Membaca,Pustakawan,Tupai,Nyalindung,Gelap,Kaya Raya,Nasi Padang
53,P,SMA,Ngoding,Pustakawan,Otter,Nyalindung,Gelap,Kaya Raya,Cimol
55,L,SMA,Membaca,Guru,Kucing,Sukabumi,Gelap,Sehat,Risol Charel
26,L,SMK,GYM,Pustakawan,Otter,Cisaat,Laut,Sehat,Seblak
46,P,SMA,Ngoding,Trainer,Anjing,Sukabumi,Ketinggian,Hitam,Batagor
27,P,S1,Ngoding,Guru,Anjing,Cisaat,Gelap,Artis,Risol Charel
25,P,SMA,Membaca,Trainer,Otter,Nyalindung,Gelap,Sehat,Seblak
57,P,S2,GYM,Guru,Kucing,Cisaat,Laut,Sehat,Cimol
50,P,SMK,Membaca,Guru,Tupai,Sukabumi,Gelap,Sehat,Risol Charel
35,P,S2,Membaca,Guru,Kucing,Cisaat,Laut,Hitam,Cimol
51,L,SMK,Ngoding,Guru,Anjing,Sukabumi,Gelap,Sehat,Seblak
37,P,SMA,Ngoding,Trainer,Anjing,Nyalindung,Laut,Artis,Nasi Padang
38,P,S1,Membaca,Pustakawan,Anjing,Nyalindung,Laut,Hitam,Cimol
45,L,SMA,GYM,Pustakawan,Tupai,Sukabumi,Laut,Artis,Seblak
56,L,S1,Membaca,Guru,Otter,Sukabumi,Gelap,Hitam,Cimol
19,L,SMA,Membaca,Trainer,Otter,Sukabumi,Laut,Sehat,Nasi Padang
51,P,SMK,GYM,Trainer,Otter,Cisaat,Ketinggian,Artis,Batagor
44,P,SMA,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Kaya Raya,Cimol
36,P,SMK,Ngoding,Trainer,Otter,Sukabumi,Ketinggian,Sehat,Seblak
49,P,SMK,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Hitam,Batagor
21,P,SMA,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Sehat,Seblak
26,L,SMA,GYM,Guru,Tupai,Sukabumi,Gelap,Sehat,Nasi Padang
33,L,S2,GYM,Trainer,Kucing,Sukabumi,Ketinggian,Kaya Raya,Cimol
59,P,S1,Ngoding,Trainer,Otter,Nyalindung,Gelap,Sehat,Seblak
25,L,SMK,GYM,Trainer,Otter,Nyalindung,Ketinggian,Kaya Raya,Cimol
57,L,SMK,Membaca,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Nasi Padang
59,P,SMK,Membaca,Guru,Kucing,Sukabumi,Laut,Artis,Batagor
25,P,S1,Ngoding,Pustakawan,Otter,Sukabumi,Laut,Sehat,Cimol
59,P,SMK,Membaca,Trainer,Otter,Nyalindung,Laut,Artis,Nasi Padang
46,L,S2,GYM,Trainer,Anjing,Sukabumi,Gelap,Artis,Risol Charel
48,L,S1,Membaca,Pustakawan,Anjing,Cisaat,Ketinggian,Kaya Raya,Seblak
29,P,SMA,GYM,Pustakawan,Anjing,Sukabumi,Gelap,Hitam,Risol Charel
52,L,S1,Membaca,Guru,Kucing,Cisaat,Ketinggian,Artis,Nasi Padang
40,P,SMK,Membaca,Trainer,Kucing,Nyalindung,Gelap,Artis,Cimol
49,P,SMK,Ngoding,Guru,Anjing,Sukabumi,Gelap,Kaya Raya,Risol Charel
20,L,S1,GYM,Trainer,Tupai,Sukabumi,Gelap,Sehat,Nasi Padang
58,P,S2,Ngoding,Pustakawan,Kucing,Nyalindung,Laut,Hitam,Nasi Padang
60,P,SMK,Membaca,Trainer,Otter,Cisaat,Gelap,Artis,Batagor
58,L,S2,Ngoding,Guru,Anjing,Nyalindung,Gelap,Hitam,Batagor
29,P,S2,GYM,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Nasi Padang
44,P,S2,Membaca,Guru,Anjing,Sukabumi,Laut,Artis,Seblak
45,P,SMK,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
45,L,SMK,Ngoding,Trainer,Otter,Nyalindung,Laut,Kaya Raya,Batagor
56,L,S2,Membaca,Guru,Tupai,Nyalindung,Gelap,Hitam,Batagor
21,L,SMK,Membaca,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Risol Charel
51,P,SMA,Membaca,Guru,Tupai,Sukabumi,Ketinggian,Artis,Cimol
34,L,S1,Ngoding,Pustakawan,Anjing,Nyalindung,Laut,Kaya Raya,Risol Charel
58,P,SMK,Ngoding,Pustakawan,Tupai,Nyalindung,Gelap,Hitam,Risol Charel
27,L,SMA,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Kaya Raya,Seblak
57,L,S1,GYM,Pustakawan,Anjing,Sukabumi,Ketinggian,Kaya Raya,Seblak
48,L,S2,Ngoding,Pustakawan,Kucing,Nyalindung,Gelap,Hitam,Batagor
38,P,SMK,GYM,Guru,Kucing,Cisaat,Gelap,Artis,Cimol
21,P,S1,Membaca,Trainer,Kucing,Nyalindung,Ketinggian,Artis,Batagor
38,P,S2,Membaca,Trainer,Tupai,Cisaat,Gelap,Kaya Raya,Risol Charel
51,L,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Sehat,Batagor
21,L,S1,Ngoding,Trainer,Tupai,Nyalindung,Gelap,Sehat,Risol Charel
28,P,S2,Ngoding,Guru,Otter,Sukabumi,Ketinggian,Sehat,Cimol
36,L,SMK,Ngoding,Pustakawan,Anjing,Nyalindung,Ketinggian,Sehat,Nasi Padang
23,L,SMK,Ngoding,Guru,Kucing,Nyalindung,Ketinggian,Sehat,Nasi Padang
43,P,S1,Membaca,Trainer,Kucing,Sukabumi,Laut,Sehat,Nasi Padang
56,L,SMA,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
46,P,S1,Ngoding,Guru,Otter,Nyalindung,Laut,Kaya Raya,Batagor
40,L,S1,Membaca,Guru,Tupai,Sukabumi,Laut,Kaya Raya,Risol Charel
59,P,S1,Ngoding,Trainer,Otter,Cisaat,Gelap,Sehat,Seblak
55,L,S2,GYM,Trainer,Tupai,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
52,L,SMK,Ngoding,Guru,Kucing,Cisaat,Gelap,Kaya Raya,Nasi Padang
48,L,SMK,Membaca,Guru,Otter,Cisaat,Gelap,Kaya Raya,Risol Charel
45,P,SMA,Ngoding,Pustakawan,Anjing,Cisaat,Laut,Kaya Raya,Seblak
28,P,S1,GYM,Pustakawan,Otter,Nyalindung,Gelap,Hitam,Nasi Padang
38,L,S2,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
36,P,SMA,Ngoding,Guru,Anjing,Sukabumi,Laut,Kaya Raya,Cimol
27,P,SMA,GYM,Guru,Anjing,Nyalindung,Ketinggian,Hitam,Cimol
18,L,SMK,GYM,Guru,Tupai,Nyalindung,Laut,Kaya Raya,Batagor
52,L,S2,Ngoding,Pustakawan,Anjing,Cisaat,Gelap,Artis,Batagor
39,L,SMK,GYM,Guru,Kucing,Cisaat,Laut,Sehat,Risol Charel
41,L,S1,Membaca,Trainer,Tupai,Sukabumi,Gelap,Kaya Raya,Batagor
19,L,SMK,Ngoding,Trainer,Kucing,Nyalindung,Laut,Artis,Batagor
46,L,SMK,Ngoding,Guru,Otter,Sukabumi,Gelap,Artis,Cimol
53,P,S1,GYM,Trainer,Otter,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
28,P,SMK,GYM,Pustakawan,Anjing,Sukabumi,Laut,Artis,Risol Charel
44,P,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Gelap,Artis,Nasi Padang
58,L,SMA,Membaca,Pustakawan,Otter,Cisaat,Gelap,Hitam,Nasi Padang
50,L,S2,Membaca,Pustakawan,Anjing,Cisaat,Gelap,Artis,Risol Charel
22,L,SMA,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Artis,Batagor
31,P,SMK,Membaca,Guru,Kucing,Sukabumi,Gelap,Hitam,Batagor
47,P,SMA,GYM,Pustakawan,Kucing,Cisaat,Gelap,Kaya Raya,Risol Charel
28,P,SMK,GYM,Trainer,Otter,Nyalindung,Ketinggian,Artis,Risol Charel
41,P,SMK,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Hitam,Seblak
37,L,SMK,Membaca,Pustakawan,Otter,Cisaat,Gelap,Artis,Batagor
45,P,SMK,GYM,Pustakawan,Tupai,Cisaat,Laut,Artis,Cimol
59,P,SMK,Ngoding,Pustakawan,Otter,Cisaat,Ketinggian,Sehat,Risol Charel
32,P,S1,GYM,Pustakawan,Otter,Nyalindung,Gelap,Kaya Raya,Seblak
46,L,S1,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Sehat,Nasi Padang
47,P,S2,Ngoding,Pustakawan,Otter,Sukabumi,Gelap,Hitam,Batagor
27,L,SMA,Membaca,Trainer,Otter,Sukabumi,Ketinggian,Kaya Raya,Cimol
57,P,S2,GYM,Guru,Tupai,Cisaat,Ketinggian,Artis,Batagor
32,L,S2,GYM,Pustakawan,Kucing,Cisaat,Laut,Sehat,Cimol
59,L,S2,Membaca,Trainer,Tupai,Cisaat,Gelap,Hitam,Batagor
48,P,SMK,Membaca,Guru,Tupai,Nyalindung,Laut,Hitam,Cimol
45,P,SMA,Ngoding,Guru,Tupai,Cisaat,Ketinggian,Hitam,Risol Charel
29,L,S2,GYM,Pustakawan,Kucing,Sukabumi,Laut,Hitam,Batagor
38,P,SMK,GYM,Pustakawan,Otter,Nyalindung,Ketinggian,Artis,Risol Charel
37,L,SMA,Membaca,Trainer,Otter,Nyalindung,Ketinggian,Hitam,Nasi Padang
39,L,SMK,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Hitam,Risol Charel
21,P,SMK,GYM,Trainer,Anjing,Sukabumi,Ketinggian,Kaya Raya,Batagor
45,L,SMK,Membaca,Guru,Anjing,Nyalindung,Laut,Artis,Risol Charel
39,L,S2,Membaca,Trainer,Kucing,Cisaat,Laut,Kaya Raya,Cimol
44,L,SMA,Ngoding,Trainer,Anjing,Cisaat,Gelap,Sehat,Batagor
58,L,SMA,GYM,Trainer,Tupai,Sukabumi,Ketinggian,Hitam,Nasi Padang
41,P,S1,GYM,Guru,Anjing,Sukabumi,Gelap,Kaya Raya,Cimol
40,P,S1,GYM,Guru,Kucing,Nyalindung,Ketinggian,Kaya Raya,Seblak
28,P,SMA,Membaca,Trainer,Anjing,Cisaat,Laut,Sehat,Seblak
18,L,S1,Ngoding,Guru,Anjing,Cisaat,Gelap,Artis,Risol Charel
41,P,S2,Membaca,Trainer,Kucing,Sukabumi,Ketinggian,Sehat,Seblak
19,P,SMK,GYM,Guru,Kucing,Sukabumi,Ketinggian,Sehat,Nasi Padang
54,P,SMA,GYM,Pustakawan,Otter,Nyalindung,Laut,Artis,Batagor
40,L,S1,GYM,Trainer,Tupai,Cisaat,Ketinggian,Hitam,Risol Charel
41,L,S1,Ngoding,Guru,Kucing,Sukabumi,Gelap,Artis,Nasi Padang
25,P,S1,GYM,Pustakawan,Tupai,Cisaat,Ketinggian,Hitam,Cimol
53,L,SMA,Membaca,Guru,Kucing,Nyalindung,Laut,Sehat,Batagor
32,P,SMA,Membaca,Trainer,Anjing,Cisaat,Gelap,Sehat,Batagor
39,L,SMA,Membaca,Pustakawan,Kucing,Cisaat,Gelap,Hitam,Seblak
37,L,S2,Membaca,Pustakawan,Kucing,Sukabumi,Gelap,Artis,Seblak
22,L,S1,Ngoding,Guru,Otter,Sukabumi,Gelap,Sehat,Cimol
34,P,SMA,Membaca,Pustakawan,Anjing,Cisaat,Gelap,Artis,Batagor
58,P,S1,GYM,Trainer,Kucing,Cisaat,Gelap,Kaya Raya,Risol Charel
31,P,SMK,Ngoding,Guru,Kucing,Nyalindung,Ketinggian,Artis,Cimol
40,L,SMA,GYM,Trainer,Anjing,Sukabumi,Ketinggian,Kaya Raya,Batagor
49,P,S2,Membaca,Guru,Kucing,Sukabumi,Laut,Artis,Risol Charel
41,L,SMK,Membaca,Guru,Kucing,Cisaat,Ketinggian,Artis,Seblak
32,L,SMA,Membaca,Pustakawan,Tupai,Sukabumi,Ketinggian,Sehat,Risol Charel
49,P,S2,GYM,Pustakawan,Kucing,Cisaat,Ketinggian,Kaya Raya,Nasi Padang
23,P,SMA,Membaca,Trainer,Otter,Nyalindung,Ketinggian,Sehat,Cimol
46,L,SMK,GYM,Guru,Anjing,Cisaat,Laut,Hitam,Seblak
42,L,SMA,Membaca,Guru,Tupai,Cisaat,Gelap,Sehat,Seblak
51,L,S2,GYM,Trainer,Tupai,Sukabumi,Gelap,Hitam,Batagor
22,L,S1,Membaca,Guru,Anjing,Sukabumi,Ketinggian,Kaya Raya,Seblak
58,P,SMK,Membaca,Guru,Otter,Sukabumi,Ketinggian,Sehat,Seblak
27,P,SMA,Ngoding,Pustakawan,Kucing,Sukabumi,Ketinggian,Hitam,Seblak
23,P,S2,GYM,Trainer,Tupai,Sukabumi,Ketinggian,Kaya Raya,Cimol
52,P,S2,Ngoding,Trainer,Otter,Nyalindung,Laut,Artis,Cimol
39,L,SMA,GYM,Guru,Kucing,Cisaat,Laut,Kaya Raya,Batagor
38,L,SMK,Ngoding,Pustakawan,Tupai,Cisaat,Gelap,Artis,Nasi Padang
34,L,S2,Ngoding,Guru,Tupai,Sukabumi,Ketinggian,Kaya Raya,Nasi Padang
27,P,SMA,Membaca,Pustakawan,Kucing,Sukabumi,Gelap,Artis,Seblak
53,P,S1,Ngoding,Trainer,Tupai,Cisaat,Ketinggian,Sehat,Risol Charel
51,L,SMA,GYM,Trainer,Kucing,Nyalindung,Gelap,Sehat,Nasi Padang
52,L,SMK,Membaca,Guru,Otter,Nyalindung,Ketinggian,Artis,Risol Charel
48,L,S2,Ngoding,Pustakawan,Tupai,Nyalindung,Ketinggian,Artis,Seblak
28,L,S2,Ngoding,Pustakawan,Tupai,Sukabumi,Ketinggian,Sehat,Batagor
59,L,SMK,GYM,Guru,Anjing,Cisaat,Ketinggian,Hitam,Risol Charel
32,P,S1,GYM,Pustakawan,Anjing,Cisaat,Gelap,Artis,Nasi Padang
55,L,SMK,Ngoding,Trainer,Anjing,Nyalindung,Ketinggian,Artis,Cimol
28,L,S1,Ngoding,Trainer,Kucing,Nyalindung,Laut,Sehat,Seblak
60,P,S2,GYM,Pustakawan,Kucing,Sukabumi,Ketinggian,Sehat,Nasi Padang
31,L,SMK,Ngoding,Trainer,Tupai,Cisaat,Gelap,Artis,Seblak
30,P,SMK,Ngoding,Pustakawan,Kucing,Nyalindung,Gelap,Artis,Batagor
47,P,S2,Ngoding,Trainer,Kucing,Cisaat,Gelap,Sehat,Cimol
50,P,SMK,Membaca,Pustakawan,Anjing,Nyalindung,Gelap,Hitam,Batagor
52,P,SMK,Ngoding,Guru,Kucing,Nyalindung,Laut,Hitam,Seblak
25,P,SMA,Membaca,Guru,Otter,Sukabumi,Ketinggian,Sehat,Batagor
41,L,S1,GYM,Pustakawan,Anjing,Nyalindung,Ketinggian,Sehat,Batagor
50,P,S1,Membaca,Guru,Kucing,Sukabumi,Gelap,Artis,Batagor
20,P,SMK,Ngoding,Guru,Anjing,Cisaat,Ketinggian,Hitam,Seblak
51,L,S2,Ngoding,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Cimol
54,P,S2,Ngoding,Pustakawan,Kucing,Sukabumi,Gelap,Hitam,Batagor
42,P,S2,GYM,Guru,Kucing,Cisaat,Laut,Hitam,Seblak
24,L,SMK,GYM,Pustakawan,Tupai,Sukabumi,Gelap,Kaya Raya,Batagor
28,L,S2,Membaca,Guru,Anjing,Sukabumi,Ketinggian,Sehat,Seblak
30,L,SMK,Membaca,Guru,Anjing,Cisaat,Ketinggian,Hitam,Risol Charel
33,P,SMA,Membaca,Trainer,Kucing,Sukabumi,Gelap,Kaya Raya,Cimol
48,P,SMA,Membaca,Trainer,Anjing,Sukabumi,Ketinggian,Sehat,Batagor
32,L,S2,Membaca,Guru,Tupai,Sukabumi,Gelap,Kaya Raya,Seblak
